org_id,org_name,org_type,org_type_code
XM-DAC-77-16,Romania Ministry of Regional Development and Public Administration,Government,10
XM-DAC-77-17,Romania Ministry of Culture,Government,10
XM-DAC-77-18,Romania National Agency for Fiscal Administration,Government,10
XM-DAC-77-20,Romania Ministry of Internal Affairs,Government,10
XM-DAC-77-22,Romania Ministry of Health,Government,10
XM-DAC-77-23,Romania Ministry of Information Society,Government,10
XM-DAC-77-26,Romania Permanent Electoral Authority,Government,10
XM-DAC-77-28,Romania Ministry of Education and Scientific Research,Government,10
XM-DAC-77-29,Romania Chamber of Deputies,Government,10
XM-DAC-77-30,Romania Ministry of Agriculture and Regional Development,Government,10
XM-DAC-77-31,Romania Romanian Government,Government,10
XM-DAC-77-32,Romania Ministry of Environment and Climate Change,Government,10
XM-DAC-77-33,Romania Public Ministry,Government,10
XM-DAC-77-34,Romania National Anticorruption Directorate,Government,10
XM-DAC-77-35,Romania Ministry of Tourism,Government,10
XM-DAC-77-36,Romania ROAID,Government,10
XM-DAC-77-37,Romania Nuclear Agency for Radioactive Waste,Government,10
XM-DAC-77-38,Romania National Agency for State Reserves and Special Problems,Government,10
XM-DAC-77-99,Romania Miscellaneous,Government,10
XM-DAC-82-1,Estonia Ministry of Foreign Affairs,Government,10
XM-DAC-82-2,Estonia Other Ministries,Government,10
XM-DAC-82-3,Estonia Other Public Sector Institutions,Government,10
XM-DAC-82-4,Estonia Local Authorites,Government,10
XM-DAC-83-1,Latvia Ministry of Foreign Affairs,Government,10
XM-DAC-83-2,Latvia Other ministries and institutions,Government,10
XM-DAC-83-3,Latvia Local and regional governments,Government,10
XM-DAC-84-1,Lithuania Government of the Republic of Lithuania,Government,10
XM-DAC-84-2,Lithuania Ministry of Foreign Affairs,Government,10
XM-DAC-84-3,Lithuania Ministry of National Defense,Government,10
XM-DAC-84-4,Lithuania Ministry of Environment,Government,10
XM-DAC-84-5,Lithuania Ministry of Finance,Government,10
XM-DAC-84-6,Lithuania Ministry of Economy,Government,10
XM-DAC-84-7,Lithuania Ministry of Education and Science,Government,10
XM-DAC-84-8,Lithuania Ministry of Transport and Communications,Government,10
XM-DAC-84-9,Lithuania Ministry of Energy,Government,10
XM-DAC-84-10,Lithuania Ministry of Health,Government,10
XM-DAC-84-11,Lithuania Ministry of Agriculture,Government,10
XM-DAC-84-12,Lithuania Ministry of the Interior,Government,10
XM-DAC-84-13,Lithuania Ministry of Social Security and Labour,Government,10
XM-DAC-84-14,Lithuania Ministry of Justice,Government,10
XM-DAC-84-15,Lithuania Ministry of Culture,Government,10
XM-DAC-84-20,Lithuania Governments and Agencies and Other public institutions and Agencies,Government,10
XM-DAC-84-30,Lithuania Local Authorities,Government,10
XM-DAC-87-1,Russia Russia,Government,10
XM-DAC-104-1,Nordic Development Fund Nordic Development Fund,Multilateral,40
XM-DAC-104-2,Nordic Development Fund Energy and Environment Partnership Trust Fund,Multilateral,40
XM-DAC-301-1,Canada Canadian International Development Agency,Government,10
XM-DAC-301-2,Canada International Development Research Centre,Government,10
XM-DAC-301-3,Canada Global Affairs Canada,Government,10
XM-DAC-301-4,Canada Department of Finance Canada,Government,10
XM-DAC-301-6,Canada Foreign Affairs and International Trade Canada,Government,10
XM-DAC-301-7,Canada Department of National Defence,Government,10
XM-DAC-301-8,Canada Royal Canadian Mounted Police of Canada,Government,10
XM-DAC-301-9,Canada Provincial Governments and municipalities,Government,10
XM-DAC-301-10,"Canada Immigration, Refugees and Citizenship Canada",Government,10
XM-DAC-301-11,Canada Environment and Climate Change Canada,Government,10
XM-DAC-301-22,Canada FinDev Canada,Government,10
XM-DAC-301-31,Canada Export Development Canada,Government,10
XM-DAC-301-99,Canada Miscellaneous,Government,10
XM-DAC-302-1,United States Agency for International Development,Government,10
XM-DAC-302-2,United States Department of Agriculture,Government,10
XM-DAC-302-6,United States Department of the Treasury,Government,10
XM-DAC-302-7,United States Department of Defense,Government,10
XM-DAC-302-9,United States Department of the Interior,Government,10
XM-DAC-302-10,United States Peace Corps,Government,10
XM-DAC-302-11,United States State Department,Government,10
XM-DAC-302-12,United States Trade and Development Agency,Government,10
XM-DAC-302-13,United States African Development Foundation,Government,10
XM-DAC-302-14,United States Department of Health and Human Services,Government,10
XM-DAC-302-15,United States Department of Justice,Government,10
XM-DAC-302-16,United States Department of Commerce,Government,10
XM-DAC-302-17,United States Department of Labor,Government,10
XM-DAC-302-18,United States Millennium Challenge Corporation,Government,10
XM-DAC-302-19,United States Department of Homeland Security,Government,10
XM-DAC-302-20,United States Department of Energy,Government,10
XM-DAC-302-21,United States Inter-American Development Foundation,Government,10
XM-DAC-302-22,United States Overseas Private Investment Corporation,Government,10
XM-DAC-302-23,United States Federal Trade Commission,Government,10
XM-DAC-302-26,United States Department of Transportation,Government,10
XM-DAC-302-28,United States Open World Leadership Center,Government,10
XM-DAC-302-31,United States Export Import Bank,Government,10
XM-DAC-302-32,United States Environmental Protection Agency,Government,10
XM-DAC-302-34,United States International Development Finance Corporation,Government,10
XM-DAC-302-35,United States National Aeronautics and Space Administration,Government,10
XM-DAC-302-40,United States Private flows,Government,10
XM-DAC-302-99,United States Miscellaneous,Government,10
XM-DAC-358-1,Mexico Mexican Agency for International Development Cooperation,Government,10
XM-DAC-358-99,Mexico Miscellaneous,Government,10
XM-DAC-546-1,Israel Israel MASHAV,Government,10
XM-DAC-546-2,Israel Israeli public universities,Government,10
XM-DAC-546-3,Israel Ministry of Education,Government,10
XM-DAC-546-4,Israel Ministry of Aliyah and Integration,Government,10
XM-DAC-546-5,Israel local government - Municipal authorities,Government,10
XM-DAC-546-6,Israel Water Authority,Government,10
XM-DAC-546-7,Israel Ministry of Agriculture,Government,10
XM-DAC-546-8,Israel Ministry of Construction and Housing,Government,10
XM-DAC-546-9,Israel Prime Minister's Office,Government,10
XM-DAC-546-10,Israel Ministry of Economics,Government,10
XM-DAC-546-11,Israel The Office for Regional Cooperation,Government,10
XM-DAC-546-12,Israel Ministry of the Environment,Government,10
XM-DAC-546-13,Israel Ministry of Welfare and Social Services,Government,10
XM-DAC-546-14,Israel Ministry of Health,Government,10
XM-DAC-546-15,Israel Ministry of Foreign Affairs,Government,10
XM-DAC-546-16,Israel Ministry of Tourism,Government,10
XM-DAC-546-17,Israel Ministry of Science,Government,10
XM-DAC-546-18,Israel Ministry of Finance,Government,10
XM-DAC-546-19,Israel Ministry of Transportation,Government,10
XM-DAC-546-20,Israel Ministry of Justice,Government,10
XM-DAC-546-21,Israel Ministry of Communication,Government,10
XM-DAC-552-1,Kuwait Kuwait Fund for Arab Economic Development (KFAED),Government,10
XM-DAC-552-2,Kuwait Government Grants administered by KFAED,Government,10
XM-DAC-552-99,Kuwait Miscellaneous,Government,10
XM-DAC-561-1,Qatar Qatar Fund for Development,Government,10
XM-DAC-561-2,Qatar Doha Institute,Government,10
XM-DAC-561-3,Qatar Qatar Foundation,Government,10
XM-DAC-561-4,Qatar Ministry of Foreign Affairs,Government,10
XM-DAC-561-5,Qatar Ministry of Public Health,Government,10
XM-DAC-561-6,Qatar Qatar University,Government,10
XM-DAC-561-7,Qatar Qatar Airways,Government,10
XM-DAC-561-99,Qatar Miscellaneous,Government,10
XM-DAC-566-1,Saudi Arabia King Salman Humanitarian Aid and Relief Center,Government,10
XM-DAC-566-2,Saudi Arabia Ministry of Foreign Affairs,Government,10
XM-DAC-566-3,Saudi Arabia King Abdullah International Foundation for Humanitarian Activities,Government,10
XM-DAC-566-4,Saudi Arabia Other Governmental Entities,Government,10
XM-DAC-566-5,Saudi Arabia Saudi Campaigns,Government,10
XM-DAC-566-6,Saudi Arabia Saudi Development Fund,Government,10
XM-DAC-566-7,Saudi Arabia Ministry of Education,Government,10
XM-DAC-566-8,Saudi Arabia Saudi Red Crescent Authority,Government,10
XM-DAC-566-9,Saudi Arabia Ministry of Finance,Government,10
XM-DAC-566-10,Saudi Arabia Saudi Development and Reconstruction Program for Yemen,Government,10
XM-DAC-566-99,Saudi Arabia Miscellaneous,Government,10
XM-DAC-576-2,United Arab Emirates Abu Dhabi Department of Finance,Government,10
XM-DAC-576-3,United Arab Emirates Abu Dhabi Fund for Development,Government,10
XM-DAC-576-5,United Arab Emirates Abu Dhabi Future Energy Co.,Government,10
XM-DAC-576-7,United Arab Emirates International Humanitarian City,Government,10
XM-DAC-576-8,United Arab Emirates Mohamed Bin Zayed Species Conservation Fund,Government,10
XM-DAC-576-9,United Arab Emirates Ministry of International Cooperation and Development,Government,10
XM-DAC-576-17,United Arab Emirates Khalifa Bin Zayed Al Nahyan Foundation,Government,10
XM-DAC-576-18,United Arab Emirates Mohammed Bin Rashid Al Maktoum Humanitarian and Charity Establishment,Government,10
XM-DAC-576-19,United Arab Emirates Zayed Bin Sultan Al Nahyan Charitable and Humanitarian Foundation,Government,10
XM-DAC-576-20,United Arab Emirates Al Maktoum Foundation,Government,10
XM-DAC-576-21,United Arab Emirates Dubai Cares,Government,10
XM-DAC-576-22,United Arab Emirates UAE Red Crescent Authority,Government,10
XM-DAC-576-23,United Arab Emirates Noor Dubai,Government,10
XM-DAC-576-25,United Arab Emirates Other Government Entities,Government,10
XM-DAC-576-99,United Arab Emirates Miscellaneous,Government,10
XM-DAC-611-1,Azerbaijan Government of Azerbaijan,Government,10
XM-DAC-611-2,Azerbaijan Ministry of Foreign Affairs,Government,10
XM-DAC-611-3,Azerbaijan Ministry of Emergency Situations,Government,10
XM-DAC-611-4,Azerbaijan MFA/Azerbaijan International Development Agency,Government,10
XM-DAC-611-5,Azerbaijan State Customs Committee,Government,10
XM-DAC-611-6,Azerbaijan Ministry of Culture and Tourism,Government,10
XM-DAC-611-7,Azerbaijan Ministry of Youth and Sport,Government,10
XM-DAC-611-8,Azerbaijan Ministry of Health,Government,10
XM-DAC-611-9,Azerbaijan Ministry of Ecology and Natural Resources,Government,10
XM-DAC-611-10,Azerbaijan Ministry of Defence,Government,10
XM-DAC-613-1,Kazakhstan Ministry of Foreign Affairs,Government,10
XM-DAC-613-2,Kazakhstan Government of the Republic of Kazakhstan,Government,10
XM-DAC-613-3,Kazakhstan Ministry of Education and Science,Government,10
XM-DAC-613-4,Kazakhstan Sovereign Wealth Fund (Samruk-Kazyna),Government,10
XM-DAC-613-99,Kazakhstan Miscellaneous,Government,10
XM-DAC-701-1,"Japan Ministry of Agriculture, Forestry and Fisheries",Government,10
XM-DAC-701-2,Japan Ministry of Foreign Affairs,Government,10
XM-DAC-701-4,Japan EXIM BANK,Government,10
XM-DAC-701-5,Japan OECF,Government,10
XM-DAC-701-6,Japan FOOD AID,Government,10
XM-DAC-701-7,Japan Overseas Fishery Co-operation Foundation,Government,10
XM-DAC-701-8,Japan Japanese International Co-operation Agency,Government,10
XM-DAC-701-10,Japan Japan Overseas Development Co-operation,Government,10
XM-DAC-701-11,Japan Japan Bank for International Co-operation,Government,10
XM-DAC-701-12,Japan Other Ministries,Government,10
XM-DAC-701-13,Japan Public Corporations,Government,10
XM-DAC-701-14,Japan Prefectures,Government,10
XM-DAC-701-15,Japan Ordinance-designed Cities,Government,10
XM-DAC-701-71,Japan Nippon Export and Investment Insurance,Government,10
XM-DAC-701-99,Japan Miscellaneous,Government,10
XM-DAC-732-1,Chinese Taipei Chinese Taipei,Government,10
XM-DAC-742-1,Korea Ministry of Strategy and Finance,Government,10
XM-DAC-742-2,Korea Export-Import Bank of Korea,Government,10
XM-DAC-742-3,Korea Ministry of Foreign Affairs and Trade,Government,10
XM-DAC-742-4,Korea Korea International Cooperation Agency,Government,10
XM-DAC-742-99,Korea Miscellaneous,Government,10
XM-DAC-764-1,Thailand Thailand,Government,10
XM-DAC-765-1,Timor-Leste Timor Leste,Government,10
XM-DAC-801-2,Australia Attorney-General,Government,10
XM-DAC-801-5,Australia Australian Government,Government,10
XM-DAC-801-72,Australia Export Finance and Insurance Corporation,Government,10
XM-DAC-801-99,Australia Miscellaneous,Government,10
XM-DAC-807-1,UNEP Assessed contributions - UN regular budget,Multilateral,40
XM-DAC-807-2,UNEP Environment Fund,Multilateral,40
XM-DAC-807-3,UNEP Multilateral Fund under the Montreal Protocol on Substances that Deplete the Ozone Layer,Multilateral,40
XM-DAC-807-4,UNEP Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) - Assessed contributions,Multilateral,40
XM-DAC-807-47,UNEP UNEP,Multilateral,40
XM-DAC-811-1,Global Environment Facility GEF (general),Multilateral,40
XM-DAC-811-11,Global Environment Facility GEF Trust Fund,Multilateral,40
XM-DAC-811-12,Global Environment Facility Least Developed Countries Trust Fund (LDCF),Multilateral,40
XM-DAC-811-13,Global Environment Facility Special Climate Change Trust Fund (SCCF),Multilateral,40
XM-DAC-811-14,Global Environment Facility Nagoya Protocol Implementation Fund (NPIF),Multilateral,40
XM-DAC-811-15,Global Environment Facility GEF Capacity Building Initiative for Transparency,Multilateral,40
XM-DAC-811-16,Global Environment Facility GEF Multi-Trust Funds,Multilateral,40
XM-DAC-812-1,Montreal Protocol Montreal Protocol,Multilateral,40
XM-DAC-820-1,New Zealand Ministry of Foreign Affairs and Trade,Government,10
XM-DAC-820-2,New Zealand New Zealand International Aid and Development Agency,Government,10
XM-DAC-820-99,New Zealand Miscellaneous,Government,10
XM-DAC-901-1,International Bank for Reconstruction and Development IBRD,Multilateral,40
XM-DAC-902-1,Multilateral Investment Guarantee Agency Multilateral Investment Guarantee Agency,Multilateral,40
XM-DAC-903-1,International Finance Corporation International Finance Corporation,Multilateral,40
XM-DAC-905-1,International Development Association IDA,Multilateral,40
XM-DAC-906-1,Caribbean Development Bank Caribbean Development Bank,Multilateral,40
XM-DAC-907-1,International Monetary Fund IMF,Multilateral,40
XM-DAC-909-1,Inter-American Development Bank Ordinary Capital,Multilateral,40
XM-DAC-909-2,Inter-American Development Bank Fund for Special Operations,Multilateral,40
XM-DAC-909-3,Inter-American Development Bank Fund for Special Operations-Ordinary Capital,Multilateral,40
XM-DAC-909-4,Inter-American Development Bank Ordinary Capital,Multilateral,40
XM-DAC-909-5,Inter-American Development Bank Multilateral Investment Fund,Multilateral,40
XM-DAC-909-6,Inter-American Development Bank Grant Facility,Multilateral,40
XM-DAC-909-11,Inter-American Development Bank Clean Technology Fund,Multilateral,40
XM-DAC-909-14,Inter-American Development Bank Strategic Climate Fund,Multilateral,40
XM-DAC-909-15,Inter-American Development Bank Small Enterprise Development Facility,Multilateral,40
XM-DAC-909-16,Inter-American Development Bank Small Enterprise Investment Fund,Multilateral,40
XM-DAC-909-17,Inter-American Development Bank Human Resource Facility,Multilateral,40
XM-DAC-909-18,Inter-American Development Bank IDB Grant Facility,Multilateral,40
XM-DAC-909-20,Inter-American Development Bank Fund for Increasing Productivity,Multilateral,40
XM-DAC-910-1,Central American Bank for Economic Integration Ordinary capital,Multilateral,40
XM-DAC-913-1,African Development Bank AfDB Ordinary Capital,Multilateral,40
XM-DAC-913-11,African Development Bank AfDB Middle Income Country Fund,Multilateral,40
XM-DAC-913-12,African Development Bank AfDB Special Relief Fund,Multilateral,40
XM-DAC-913-14,African Development Bank AfDB NEPAD/IPPF,Multilateral,40
XM-DAC-913-15,African Development Bank AfDB African Water Facility Fund,Multilateral,40
XM-DAC-913-16,African Development Bank Fund for African Private Sector Assistance,Multilateral,40
XM-DAC-914-1,African Development Fund AfDF,Multilateral,40
XM-DAC-914-2,African Development Fund NTF,Multilateral,40
XM-DAC-914-13,African Development Fund AfDB Fragile States Facility,Multilateral,40
XM-DAC-915-1,Asian Development Bank Asian Development Bank,Multilateral,40
XM-DAC-915-2,Asian Development Bank Asia Pacific Disaster Response Fund,Multilateral,40
XM-DAC-915-3,Asian Development Bank Climate Change Fund,Multilateral,40
XM-DAC-915-4,Asian Development Bank Pakistan Earthquake Fund,Multilateral,40
XM-DAC-915-5,Asian Development Bank Japan Special Fund,Multilateral,40
XM-DAC-915-6,Asian Development Bank Japan Fund for Prosperous and Resilient Asia and the Pacific,Multilateral,40
XM-DAC-915-11,Asian Development Bank Technical Assistance Special Fund (TASF),Multilateral,40
XM-DAC-915-12,Asian Development Bank Regional Cooperation and Integration Fund (RCIF),Multilateral,40
XM-DAC-915-13,Asian Development Bank Financial Sector Development Partnership Special Fund,Multilateral,40
XM-DAC-915-14,Asian Development Bank Clean Technology Fund,Multilateral,40
XM-DAC-915-15,Asian Development Bank Strategic Climate Fund,Multilateral,40
XM-DAC-915-16,Asian Development Bank Strategic Climate Fund - Forest Investment Program,Multilateral,40
XM-DAC-915-17,Asian Development Bank Strategic Climate Fund - Scaling Up Renewable Energy in LICs Program,Multilateral,40
XM-DAC-915-19,Asian Development Bank ASEAN Infrastructure Fund,Multilateral,40
XM-DAC-915-20,Asian Development Bank Canadian Climate Fund For The Private Sector In Asia,Multilateral,40
XM-DAC-915-21,Asian Development Bank Canadian Climate Fund For The Private Sector In Asia II,Multilateral,40
XM-DAC-915-22,Asian Development Bank Global Environment Facility,Multilateral,40
XM-DAC-915-23,Asian Development Bank Green Climate Fund,Multilateral,40
XM-DAC-915-24,Asian Development Bank Leading Asia's Private Sector Infrastructure Fund,Multilateral,40
XM-DAC-918-1,EU Institutions European Commission,Multilateral,40
XM-DAC-918-2,EU Institutions European Development Fund,Multilateral,40
XM-DAC-918-3,EU Institutions European Investment Bank,Multilateral,40
XM-DAC-918-4,EU Institutions Humanitarian Aid Office of the European Commission,Multilateral,40
XM-DAC-918-5,EU Institutions Macro-Financial Assistance,Multilateral,40
XM-DAC-918-99,EU Institutions Miscellaneous,Multilateral,40
XM-DAC-921-1,Arab Fund (AFESD) Arab Fund,Multilateral,40
XM-DAC-923-1,UN Peacebuilding Fund UNPBF,Multilateral,40
XM-DAC-926-1,Council of Europe Council of Europe (CoE),Multilateral,40
XM-DAC-928-1,World Health Organisation WHO,Multilateral,40
XM-DAC-928-2,World Health Organisation WHO Assessed contributions,Multilateral,40
XM-DAC-928-3,World Health Organisation WHO Core Voluntary contributions,Multilateral,40
XM-DAC-932-1,Food and Agriculture Organisation Core resources - developmental,Multilateral,40
XM-DAC-940-1,International Labour Organisation Regular Budget,Multilateral,40
XM-DAC-940-2,International Labour Organisation Regular Budget Technical Cooperation,Multilateral,40
XM-DAC-940-3,International Labour Organisation Regular Budget Supplementary Account,Multilateral,40
XM-DAC-944-1,International Atomic Energy Agency IAEA,Multilateral,40
XM-DAC-948-1,UNECE UNECE,Multilateral,40
XM-DAC-951-1,OPEC Fund for International Development OPEC Fund,Multilateral,40
XM-DAC-953-1,Arab Bank for Economic Development in Africa Arab Bank for Economic Development in Africa,Multilateral,40
XM-DAC-958-1,IMF (Concessional Trust Funds) IMF concessional,Multilateral,40
XM-DAC-959-1,UNDP UNDP,Multilateral,40
XM-DAC-962-2,United Nations Conference on Trade and Development United Nations Conference on Trade and Development - Regular budget,Multilateral,40
XM-DAC-963-1,UNICEF UNICEF,Multilateral,40
XM-DAC-964-1,UNRWA UNRWA,Multilateral,40
XM-DAC-966-1,WFP WFP,Multilateral,40
XM-DAC-967-1,UNHCR United Nations High Commissioner for Refugees,Multilateral,40
XM-DAC-971-1,UNAIDS UNAIDS,Multilateral,40
XM-DAC-974-1,UNFPA UNFPA,Multilateral,40
XM-DAC-976-1,Islamic Development Bank Ordinary Capital Resources,Multilateral,40
XM-DAC-976-2,Islamic Development Bank Awqaf Properties Investment Fund,Multilateral,40
XM-DAC-976-3,Islamic Development Bank Islamic Corporation for the Development of the Private Sector,Multilateral,40
XM-DAC-976-4,Islamic Development Bank Islamic solidarity fund for Development,Multilateral,40
XM-DAC-976-5,Islamic Development Bank International Islamic Trade Finance Corporation,Multilateral,40
XM-DAC-976-6,Islamic Development Bank Special Assistance,Multilateral,40
XM-DAC-976-7,Islamic Development Bank IsDB Group Science Technology and Innovation,Multilateral,40
XM-DAC-976-8,Islamic Development Bank Trust Fund,Multilateral,40
XM-DAC-976-9,Islamic Development Bank WAQF,Multilateral,40
XM-DAC-978-1,OSCE Organisation for Security and Co-operation in Europe,Multilateral,40
XM-DAC-981-1,Black Sea Trade & Development Bank BSTDB Ordinary capital,Multilateral,40
XM-DAC-988-1,IFAD IFAD,Multilateral,40
XM-DAC-990-1,European Bank for Reconstruction and Development EBRD,Multilateral,40
XM-DAC-997-1,Global Partnership for Education FTI,Multilateral,40
XM-DAC-1011-10,Climate Investment Funds Clean Technology Fund,Multilateral,40
XM-DAC-1011-20,Climate Investment Funds Strategic Climate Fund,Multilateral,40
XM-DAC-1011-21,Climate Investment Funds Strategic Climate Fund - FIP,Multilateral,40
XM-DAC-1011-22,Climate Investment Funds Strategic Climate Fund - PPCR,Multilateral,40
XM-DAC-1011-23,Climate Investment Funds Strategic Climate Fund - SREP,Multilateral,40
XM-DAC-1012-1,Adaptation Fund Adaptation Fund,Multilateral,40
XM-DAC-1013-1,Council of Europe Development Bank Council of Europe Development Bank (CEB),Multilateral,40
XM-DAC-1013-2,Council of Europe Development Bank Migrant and Refugee Fund,Multilateral,40
XM-DAC-1013-3,Council of Europe Development Bank Social Dividend Account,Multilateral,40
XM-DAC-1015-1,Development Bank of Latin America Development Bank of Latin America,Multilateral,40
XM-DAC-1016-1,Green Climate Fund Green Climate Fund,Multilateral,40
XM-DAC-1016-2,Green Climate Fund Private Sector Facility,Multilateral,40
XM-DAC-1016-3,Green Climate Fund Division of Mitigation and Adaptation,Multilateral,40
XM-DAC-1017-1,Credit Guarantee and Investment Facility Credit Guarantee and Investment Facility,Multilateral,40
XM-DAC-1018-1,Global Energy Efficiency and Renewable Energy Fund Global Energy Efficiency and Renewable Energy Fund,Multilateral,40
XM-DAC-1019-1,IDB Invest IDB Invest,Multilateral,40
XM-DAC-1020-1,Central Emergency Response Fund Rapid Response,Multilateral,40
XM-DAC-1020-2,Central Emergency Response Fund Under Funded,Multilateral,40
XM-DAC-1023-1,World Tourism Organisation UNWTO-Regular Budget,Multilateral,40
XM-DAC-1023-2,World Tourism Organisation UNWTO-Extra-Budgetary Project,Multilateral,40
XM-DAC-1023-3,World Tourism Organisation UNWTO-Extra-Budgetary Project In-Kind,Multilateral,40
XM-DAC-1024-1,Asian Infrastructure Investment Bank Asian Infrastructure Investment Bank,Multilateral,40
XM-DAC-1025-1,Center of Excellence in Finance Center of Excellence in Finance,Multilateral,40
XM-DAC-1037-1,International Investment Bank International Investment Bank,Multilateral,40
XM-DAC-1038-1,UN Institute for Disarmament Research UNIDIR Trust Fund (core resources),Multilateral,40
XM-DAC-1039-2,UN Capital Development Fund UNCDF,Multilateral,40
XM-DAC-1045-1,North American Development Bank North American Development Bank,Multilateral,40
XM-DAC-1045-2,North American Development Bank Community Assistance Program,Multilateral,40
XM-DAC-1046-1,UN Women UN Women,Multilateral,40
XM-DAC-1047-1,COVID-19 Response and Recovery Multi-Partner Trust Fund COVID-19 Response and Recovery Multi-Partner Trust Fund,Multilateral,40
XM-DAC-1048-1,Joint Sustainable Development Goals Fund Joint Sustainable Development Goals Fund,Multilateral,40
XM-DAC-1049-1,International Commission on Missing Persons ICMP core resources,Multilateral,40
XM-DAC-1050-1,WHO-Strategic Preparedness and Response Plan SPRP–Developmental,Multilateral,40
XM-DAC-1052-1,"International Centre for Genetic Engineering and Biotechnology ICGEB Core, developmental",Multilateral,40
XM-DAC-1053-1,Asian Forest Cooperation Organisation AFoCO core resources,Multilateral,40
XM-DAC-1054-1,World Organisation for Animal Health Statutory contribution (General budget) - Developmental,Multilateral,40
XM-DAC-1054-2,World Organisation for Animal Health Statutory contribution and voluntary contributions from host country (WOAH Regional Representations) - Developmental,Multilateral,40
XM-DAC-1055-1,CGIAR CGIAR,Multilateral,40
XM-DAC-1311-1,Global Alliance for Vaccines and Immunization GAVI,Multilateral,40
XM-DAC-1311-2,Global Alliance for Vaccines and Immunization International Finance Facility for Immunisation,Multilateral,40
XM-DAC-1312-1,Global Fund Global Fund,Multilateral,40
XM-DAC-1313-1,Global Green Growth Institute Green Growth Planning and Implementation,Multilateral,40
XM-DAC-1313-2,Global Green Growth Institute Investment and Policy Solutions Division,Multilateral,40
XM-DAC-1313-3,Global Green Growth Institute Thought Leadership,Multilateral,40
XM-DAC-1313-4,Global Green Growth Institute Green Investment Services,Multilateral,40
XM-DAC-1401-1,WTO - International Trade Centre International Trade Centre - Regular budget,Multilateral,40
XM-DAC-1401-3,WTO - International Trade Centre VC unearmarked,Multilateral,40
XM-DAC-1404-1,World Trade Organisation WTO - World Trade Organization,Multilateral,40
XM-DAC-1406-1,United Nations Industrial Development Organization UNIDO,Multilateral,40
XM-DAC-1601-1,Bill & Melinda Gates Foundation Bill & Melinda Gates Foundation,Foundation,60
XM-DAC-1602-1,Dutch Postcode Lottery Dutch Postcode Lottery,Foundation,60
XM-DAC-1603-1,Swedish Postcode Lottery Swedish Postcode Lottery,Foundation,60
XM-DAC-1604-1,People's Postcode Lottery People's Postcode Lottery,Foundation,60
XM-DAC-1605-1,MetLife Foundation MetLife Foundation,Foundation,60
XM-DAC-1606-1,Mastercard Foundation MasterCard Foundation,Foundation,60
XM-DAC-1608-1,IKEA Foundation IKEA Foundation,Foundation,60
XM-DAC-1609-1,Bernard van Leer Foundation Bernard van Leer Foundation,Foundation,60
XM-DAC-1610-1,MAVA Foundation MAVA Foundation,Foundation,60
XM-DAC-1611-1,Oak Foundation Oak Foundation,Foundation,60
XM-DAC-1612-1,H&M Foundation H&M Foundation,Foundation,60
XM-DAC-1613-1,Laudes Foundation Laudes Foundation,Foundation,60
XM-DAC-1614-1,Charity Projects Ltd (Comic Relief) Charity Projects Ltd,Foundation,60
XM-DAC-1615-1,Children's Investment Fund Foundation Children's Investment Fund Foundation,Foundation,60
XM-DAC-1616-1,Gatsby Charitable Foundation Gatsby Charitable Foundation,Foundation,60
XM-DAC-1617-1,Conrad N. Hilton Foundation Conrad N. Hilton Foundation,Foundation,60
XM-DAC-1618-1,David and Lucile Packard Foundation David & Lucile Packard Foundation,Foundation,60
XM-DAC-1619-1,John D. and Catherine T. MacArthur Foundation John & Catherine MacArthur Foundation,Foundation,60
XM-DAC-1620-1,Carnegie Corporation of New York Carnegie Corporation of New York,Foundation,60
XM-DAC-1621-1,Michael & Susan Dell Foundation Michael & Susan Dell Foundation,Foundation,60
XM-DAC-1622-1,"Omidyar Network Fund, Inc. Omidyar Network Fund, Inc.",Foundation,60
XM-DAC-1623-1,Rockefeller Foundation Rockefeller Foundation,Foundation,60
XM-DAC-1624-1,William and Flora Hewlett Foundation William & Flora Hewlett Foundation,Foundation,60
XM-DAC-1625-1,Arcus Foundation Arcus Foundation,Foundation,60
XM-DAC-1626-1,Gordon and Betty Moore Foundation Gordon and Betty Moore Foundation,Foundation,60
XM-DAC-1627-1,Ford Foundation Ford Foundation,Foundation,60
XM-DAC-1628-1,Wellcome Trust Wellcome Trust,Foundation,60
XM-DAC-1629-1,UBS Optimus Foundation UBS Optimus Foundation,Foundation,60
XM-DAC-1630-1,World Diabetes Foundation World Diabetes Foundation,Foundation,60
XM-DAC-1631-1,McKnight Foundation McKnight Foundation,Foundation,60
XM-DAC-1632-1,Citi Foundation Citi Foundation,Foundation,60
XM-DAC-1633-1,LEGO Foundation LEGO Foundation,Foundation,60
XM-DAC-1634-1,Norwegian Postcode Lottery Norwegian Postcode Lottery,Foundation,60
XM-DAC-1636-1,Jacobs Foundation Jacobs Foundation,Foundation,60
XM-DAC-1637-1,Arcadia Fund Arcadia Fund,Foundation,60
XM-DAC-1638-1,Margaret A. Cargill Foundation Margaret A. Cargill Foundation,Foundation,60
XM-DAC-1639-1,La Caixa Banking Foundation La Caixa Banking Foundation,Foundation,60
XM-DAC-1640-1,Bloomberg Family Foundation Bloomberg Family Foundation,Foundation,60
XM-DAC-1641-1,Susan T. Buffett Foundation Susan T. Buffett Foundation,Foundation,60
XM-DAC-1642-1,Howard G. Buffett Foundation Howard G. Buffett Foundation,Foundation,60
